Timestamp,Email Address,1. Age (in January 2025) ,2. Gender,3. Citizenship Status,4. What is your household's monthly income range?  ,5. Number of SPM subjects,6. Grades for each core SPM subjects  [Bahasa Melayu],6. Grades for each core SPM subjects  [Bahasa Inggeris],6. Grades for each core SPM subjects  [Sejarah],6. Grades for each core SPM subjects  [Matematik],"7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Islam]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Moral]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Matematik Tambahan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Fizik]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Kimia]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Biologi]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Prinsip Perakaunan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Ekonomi]",8. PAJSK Score (range: 0.00 – 10.00),"9. Top 5 Co-curricular Highest Achievements

Example:
- Gold Medalist in the International Mathematics Olympiad (IMO) 2023
- President of the Science & Innovation Club, Organized National STEM Fair 2022
- Captain of the State Football Team, Represented Malaysia in ASEAN Youth Championship
(Please continue in this format until you have listed 5 achievements.)","10. What is your CGPA for your pre-university program?
(e.g., Diploma, Foundation, Matrikulasi, or STPM)

Example: 
3.96","11. What is your CGPA for your first semester in degree study? 

Example: 
3.96  ",12. What is your current field of study?,"13. Are you currently receiving a merit-based scholarship (not a loan or PTPTN)?
(e.g., JPA, university excellence scholarship, state foundation scholarships, etc)"
5/4/2025 17:09,,22,Female,Malaysian,"RM7,101 – RM10,970",8,A,A+,B,B+,B,None,None,A-,None,B+,None,A,9.73,"- Winner of Malaysia Energy Conservation Challenge 2022 
- Secretary of Performing Arts Club, Hosted Performing Arts Night 2023 
- Organized Youth Climate Change Forum 2022 
- Captain of State Handball Team, Finalist at National Games 
- Selected for Global Science Youth Research Exchange 2023
",3.59,3.51,Actuarial Science / Statistics,Yes
5/4/2025 17:10,,22,Female,Malaysian,"RM10,971 – RM15,040",11,B+,A+,A+,A-,A,None,A-,A,A-,B,A+,A+,9.28,"- Champion at Junior Data Innovation Competition 2023 
- Treasurer of Astronomy Enthusiasts Club, Led Astronomy Education Week 2022 
- Organizer for STEM Careers Youth Fair 2022 
- Defender for State Rugby Team, Competed at Youth National League 
- Selected for International Sustainable Energy Camp 2022
",3.63,3.53,Engineering,Yes
5/4/2025 17:11,,22,Female,Malaysian,"Below RM4,850",11,B+,B+,A+,A+,A+,None,B+,B+,A-,A-,A+,B+,9.17,"- Winner of Malaysia National Tech Entrepreneurship Challenge 2022 
- Vice President of Culinary Club, Directed State Food Innovation Expo 2023 
- Hosted Green Energy Youth Challenge 2022 
- Represented State at National Canoeing Championship 
- Selected for Global Future Leaders Fellowship 2023
",3.87,3.98,Science & Mathematics,Yes
5/4/2025 17:13,,22,Female,Malaysian,"RM10,971 – RM15,040",11,A+,A-,A-,A-,None,A,B+,A,A+,B,A+,B,8.32,"- First Place in Malaysia Youth Agricultural Innovation Contest 2022 
- Secretary of Eco Warriors Club, Organized Earth Sustainability Summit 2023 
- Organizer of Science for All Conference 2022 
- Team Captain for State Volleyball Team, Finalist in Youth Games 
- Selected for ASEAN Youth Research Exchange Program 2022
",3.97,3.8,Accounting,Yes
5/4/2025 17:15,,22,Female,Malaysian,"RM10,971 – RM15,040",10,B,A-,B+,A+,B+,None,B+,None,A,B+,A,A+,8.3,"- Gold Medalist in National STEM Challenge 2022 
- President of Young Journalists Society, Hosted Youth Journalism Forum 2023 
- Organizer for National Literacy and STEM Integration Workshop 2022 
- Represented State at National Swimming League 
- Selected for UNESCO Future Scientists Fellowship 2023

",3.89,3.59,Accounting,Yes
5/4/2025 17:18,,23,Male,Malaysian,"RM7,101 – RM10,970",10,A-,B,B,A,None,A+,A,A-,None,A+,A-,A-,8.26,"- Winner of National Environmental Innovation Hackathon 2023 
- Vice President of Volunteer Service Club, Directed Community Action Week 2022 
- Organized Green Youth Initiative 2022 
- Striker for State Basketball Team, National Games Participant 
- Selected for ASEAN Emerging Youth Leaders Program 2023
",3.81,3.88,Science & Mathematics,Yes
5/4/2025 17:19,,23,Male,Malaysian,"RM7,101 – RM10,970",10,A+,B+,B+,A,A+,None,A+,None,B+,A,A+,A,8.58,"- Champion of State Entrepreneurship Innovation Challenge 2022 
- Secretary of Film and Media Club, Hosted National Short Film Festival 2023 
- Directed Regional Youth Tech Bootcamp 2022 
- Represented State in National Handball Championship 
- Selected for Asia Youth Digital Changemakers Program 2022
",3.86,3.79,"Business, Management & Finance",Yes
5/4/2025 17:21,,23,Female,Malaysian,"RM4,851 – RM7,100",10,A+,B,B,B,None,B,None,B+,B,A,A,A+,8.45,"- Gold Medalist in Malaysia Youth Creative Technology Competition 2022 
- Treasurer of Social Impact Club, Led Youth Volunteer Empowerment 2023 
- Hosted STEM for Society Hackathon 2022 
- Wing Defender for State Hockey Team, Runner-up in Junior League 
- Selected for Global Entrepreneurship Youth Exchange 2023
",3.59,3.94,Economics / Public Policy,Yes
5/4/2025 17:23,,20,Male,Malaysian,"Above RM15,040",8,B+,A+,A,B+,A+,None,A-,A+,None,B+,None,None,9.61,"- Winner of Malaysia Eco Innovators League 2022 
- Vice President of Debate and Diplomacy Club, Organized State MUN Conference 2023 
- Organizer for ASEAN Future Skills Challenge 2022 
- Represented State at National Crossfit Youth Games 
- Selected for International Global Youth Peace Summit 2023
",3.84,3.55,"Business, Management & Finance",Yes
5/4/2025 17:24,,22,Female,Malaysian,"Above RM15,040",9,B+,B,A,B,A-,None,None,None,A,A,B+,B,9.02,"- Champion at National Engineering Robotics Tournament 2023 
- Secretary of AI in Education Club, Hosted EdTech Innovators Challenge 2022 
- Organizer of Youth Water Sustainability Conference 2022 
- Defender of State Netball Team, Youth Games Bronze Medalist 
- Selected for UNESCO Global Youth Energy Exchange 2023
",3.81,3.58,Actuarial Science / Statistics,Yes
5/4/2025 17:25,,23,Female,Malaysian,"Below RM4,850",9,A-,A-,B+,B,None,A,None,None,B,A+,A,A,9.69,"- Winner of State Space Science Competition 2022 
- Treasurer of Political Science Club, Led State Mock Parliament 2023 
- Hosted Youth in Politics Symposium 2022 
- Represented State at National Kayaking Competition 
- Selected for ASEAN Leadership Innovation Camp 2022
",3.85,3.64,"Business, Management & Finance",Yes
5/4/2025 17:27,,21,Female,Malaysian,"Below RM4,850",11,B+,A-,A+,B+,B,None,B,A-,A-,B,B,A-,9.3,"- Gold Medalist in State Computer Programming Olympiad 2023 
- Vice President of Renewable Energy Club, Organized Solar Innovation Day 2022 
- Organizer of Eco Youth Innovation Bootcamp 2022 
- Captain of State Table Tennis Team, Champion at National Games 
- Selected for International Green Innovators Academy 2023
",3.7,3.99,Economics / Public Policy,Yes
5/4/2025 17:28,,22,Female,Malaysian,"RM4,851 – RM7,100",10,A-,A+,B,B,B+,None,B+,B,B+,A+,A-,None,9.58,"- Winner of National Green Energy Design Competition 2022 
- President of Biotechnology Club, Hosted BioInnovation Expo 2023 
- Coordinator of Regional Youth Clean Energy Fair 2022 
- Striker for State Rugby Team, National Bronze Medalist 
- Selected for Global Young Scientists Summit 2023
",3.77,3.64,Accounting,Yes
5/4/2025 17:35,,20,Male,Malaysian,"Above RM15,040",11,B,B,B,B,None,B,A,B,B,A-,A-,A+,9.23,"- Champion of Malaysia National Robotics Challenge 2022 
- Secretary of Aerospace Club, Hosted Youth Rocket Launch Competition 2023 
- Organizer of Future Innovators Bootcamp 2022 
- Represented State in National Sailing Championship 
- Selected for ASEAN Young Tech Leaders Exchange 2023
",3.67,3.52,Science & Mathematics,Yes
5/4/2025 17:37,,22,Male,Malaysian,"RM7,101 – RM10,970",10,A,A,A,A+,None,B+,None,A+,B,B,B+,A,9.79,"- Winner of State Renewable Energy Competition 2023 
- Vice President of Environmental Awareness Club, Organized Eco-Sustainability Summit 2022 
- Directed National Youth Technovation Fair 2022 
- Goalkeeper for State Football Team, Reached Semi-Finals in Youth Cup 
- Selected for UNESCO Science Youth Leaders Fellowship 2023
",3.74,3.58,Economics / Public Policy,Yes
5/4/2025 17:39,,21,Male,Malaysian,"Above RM15,040",9,A+,B,A-,A+,B+,None,None,B+,A+,A+,None,A,8.53,"- Gold Medalist in Junior AI Challenge Malaysia 2022 
- President of Business and Innovation Club, Led State StartUp Conference 2023 
- Organizer of Regional Youth Entrepreneurship Workshop 2022 
- Captain of State Swimming Team, Winner of Junior Nationals 
- Selected for Global Green Leaders Program 2022
",3.61,3.71,"Business, Management & Finance",Yes
5/4/2025 17:42,,21,Male,Malaysian,"RM10,971 – RM15,040",8,B,A,B,A,A-,None,B,None,None,B,A-,None,9.88,"- Winner of Malaysia Junior Engineering Hackathon 2023 
- Secretary of Literature Enthusiasts Club, Hosted National Poetry Competition 2022 
- Organizer of Youth Digital Literacy Camp 2022 
- Striker of State Hockey Team, Silver Medalist in Youth Games 
- Selected for ASEAN Youth Leadership Forum 2023
",3.92,3.78,"Business, Management & Finance",Yes
5/4/2025 17:43,,20,Female,Malaysian,"RM4,851 – RM7,100",11,A+,B+,A-,A-,None,B+,B,B+,B,B+,B+,A-,9.46,"- Champion of National Young Scientists Tech Expo 2022 
- Treasurer of Civic and Governance Club, Directed Civic Engagement Week 2023 
- Hosted Future Scientists Innovation Day 2022 
- Represented State at National Badminton Tournament 
- Selected for International Youth Inventors Exchange 2023
",3.57,3.63,Economics / Public Policy,Yes
5/4/2025 17:44,,23,Female,Malaysian,"Above RM15,040",10,A-,A+,B+,A-,B+,None,A-,B+,A-,A+,None,B,8.25,"- Winner of Malaysia Junior Environmental Policy Debate 2022 
- Vice President of Performing Arts Club, Led National Talent Show 2023 
- Organized STEM-for-Community Hackathon 2022 
- Midfielder for State Handball Team, Quarter-finalist at Nationals 
- Selected for National Young Technopreneurs Camp 2023
",3.99,3.58,Actuarial Science / Statistics,Yes
5/4/2025 17:48,,20,Female,Malaysian,"Below RM4,850",11,A+,B+,A+,B+,None,A,A,B+,A+,A+,B+,A-,8.5,"- First Place at Malaysia Youth Sustainable Tech Competition 2023 
- President of Data Science Society, Hosted Youth DataCamp 2022 
- Organizer of Smart Cities Youth Challenge 2022 
- Defender for State Basketball Team, Participated in Junior Nationals 
- Selected for ASEAN Eco-Youth Innovation Lab 2023
",3.76,3.83,Economics / Public Policy,Yes
5/4/2025 17:51,,21,Male,Malaysian,"Above RM15,040",10,B+,A-,A,A-,B+,None,A,B+,None,B,B+,A+,8.35,"- Gold Medalist at National Mathematics and AI Olympiad 2022 
- Treasurer of Startup and Business Club, Organized Regional StartUp Fest 2023 
- Hosted Youth Environmental Protection Workshop 2022 
- Wing Player of State Netball Team, Finalist at State Games 
- Selected for Global Youth Science Exchange Program 2022
",3.99,3.58,Economics / Public Policy,Yes
5/4/2025 17:52,,21,Female,Malaysian,"RM10,971 – RM15,040",9,A+,A-,A+,A-,B+,None,None,B+,None,A-,B,B,9.49,"- Winner of Malaysia Young Tech Entrepreneurs Competition 2022 
- Secretary of Youth Leaders Association, Organized Youth Empowerment Carnival 2023 
- Directed STEM-for-Change Conference 2022 
- Captain of State Basketball Team, National Series Participant 
- Selected for UNESCO Next Generation Innovators Program 2023
",3.85,3.99,Actuarial Science / Statistics,Yes
5/4/2025 17:54,,23,Male,Malaysian,"Above RM15,040",10,B+,A,B,A-,B,None,A+,A-,A+,A-,B,None,8.07,"- Champion of Malaysia Junior Cybersecurity Hackathon 2023 
- Vice President of Law and Human Rights Club, Hosted Youth Rights Awareness Week 2022 
- Organizer of Youth Civic Responsibility Challenge 2022 
- Represented State in National Athletics Tournament 
- Selected for ASEAN Future Technology Scholars Program 2023
",3.99,3.72,Economics / Public Policy,Yes
5/4/2025 17:55,,23,Female,Malaysian,"Below RM4,850",10,A+,A,A,B,None,B,None,A-,B+,B,B,B+,8.33,"- Gold Medalist in Malaysia Young Environmental Designers Challenge 2022 
- Treasurer of Future Architects Society, Hosted Design Innovation Fair 2023 
- Organized Smart Energy for Youth Conference 2022 
- Forward for State Football Team, Semi-Finalist at Junior Cup 
- Selected for Global Eco-Innovation Exchange 2023
",3.58,3.79,Actuarial Science / Statistics,Yes
5/4/2025 17:57,,21,Male,Malaysian,"Above RM15,040",10,B+,A-,B,B+,B+,None,None,A-,A+,A+,A+,B+,8.17,"- Winner of National Junior Clean Energy Hackathon 2023 
- Secretary of Youth Innovation Council, Organized TechFuture Workshop 2022 
- Main Organizer of State Science Exploration Festival 2022 
- Represented State in National Martial Arts Championship 
- Selected for ASEAN Sustainable Youth Leaders Fellowship 2023
",3.52,3.77,Others,Yes
5/4/2025 17:58,,21,Female,Malaysian,"RM10,971 – RM15,040",10,B,A-,B+,A,None,A,B,A,A-,A,None,B,8.58,"- Champion of Malaysia National Future Entrepreneurs League 2022 
- President of Journalism and Media Club, Directed National Media Youth Day 2023 
- Organizer of Future Skills for Youth Summit 2022 
- Defender for State Basketball Team, Participated in Youth National Cup 
- Selected for International Environmental Future Leaders Program 2023
",3.99,3.91,"Business, Management & Finance",Yes
5/4/2025 18:00,,22,Female,Malaysian,"RM4,851 – RM7,100",9,A,B+,B+,A,A,None,None,B+,B,B,None,A-,9.13,"- Gold Medalist at Malaysia Junior Technological Innovations Fair 2023 
- Vice President of Young Economists Society, Hosted Regional Youth Economy Forum 2022 
- Organizer of Science Innovation Carnival 2022 
- Wing Player for State Volleyball Team, Champion at State Level 
- Selected for UNESCO Youth Sustainable Future Fellowship 2023
",3.76,3.69,Accounting,Yes
5/4/2025 18:02,,23,Male,Malaysian,"RM10,971 – RM15,040",10,A+,B,A,A,None,A+,A,None,B,A-,A,A,9.42,"- Winner of Malaysia Environmental Impact Innovation Challenge 2022 
- Secretary of Robotics for Good Club, Led Tech for Humanity Expo 2023 
- Organized Youth Disaster Response Hackathon 2022 
- Represented State at National Basketball League 
- Selected for Global Sustainable Development Youth Program 2022
",3.66,3.73,Science & Mathematics,Yes
5/4/2025 18:05,,23,Male,Malaysian,"Below RM4,850",8,A+,B,B,B+,A+,None,None,A+,B,A,None,None,8.26,"- First Place at Malaysia Renewable Energy Youth Challenge 2022 
- President of Young Environmental Activists Club, Hosted EcoYouth Action Day 2023 
- Organized State-wide Science for Climate Change Event 2022 
- Captain of State Handball Team, Runner-up at Junior National Cup 
- Selected for ASEAN Youth Technovators Camp 2023
",3.89,3.6,Science & Mathematics,Yes
5/4/2025 18:06,,21,Male,Malaysian,"Below RM4,850",9,A+,B,A-,B,None,A+,B,None,B+,A-,A-,None,8.58,"- Champion of Malaysia National Youth Eco-Innovation Contest 2023 
- Vice President of Business Leaders Club, Organized Business Ideathon 2022 
- Organizer for Science Entrepreneurship Week 2022 
- Striker for State Soccer Team, Qualified for National Finals 
- Selected for Global Future Scientists Exchange 2023
",3.68,3.57,Economics / Public Policy,Yes
5/4/2025 18:09,,22,Female,Malaysian,"RM7,101 – RM10,970",10,B,B+,A+,A-,A,None,B,B+,B+,A-,None,A-,8.01,"- Winner of Malaysia Young Creative Engineers Challenge 2022 
- Treasurer of Science Communication Club, Led National STEM Storytelling Week 2023 
- Organized Youth Renewable Energy Awareness Program 2022 
- Represented State in National Water Polo Championship 
- Selected for UNESCO Youth Environmental Guardians Program 2023
",3.83,3.8,Science & Mathematics,Yes
5/4/2025 18:10,,22,Female,Malaysian,"RM10,971 – RM15,040",9,A-,A,A+,A-,B+,None,None,B+,None,A,A-,B+,8.89,"- Gold Medalist in National Mathematics and Computer Olympiad 2022 
- Secretary of Young Leaders Academy, Directed National Youth Leadership Workshop 2023 
- Hosted Tech-for-All Innovation Day 2022 
- Wing Defender for State Netball Team, Regional Semi-finalist 
- Selected for ASEAN Emerging Tech Talent Fellowship 2023
",3.87,3.7,Law / Legal Studies,Yes
5/4/2025 18:12,,21,Female,Malaysian,"Below RM4,850",8,A-,B,B+,A,None,A,A-,None,None,A+,A+,None,9.98,"- Champion of Malaysia Sustainable Youth Innovation Challenge 2023 
- President of Future Engineers Society, Hosted Junior Robotics and AI Expo 2022 
- Organized Regional Young Inventors Conference 2022 
- Defender for State Football Team, National Series Silver Medalist 
- Selected for Global Youth Science Leadership Forum 2023
",3.55,3.79,Others,Yes
5/4/2025 18:14,,20,Female,Malaysian,"Below RM4,850",10,B,B,A-,A-,B+,None,A+,A,None,A,A+,A-,8.94,"- Winner of Malaysia Junior Bioengineering Challenge 2022 
- Vice President of Young Scientists Association, Hosted Youth Research Day 2023 
- Organizer of Science and Society Symposium 2022 
- Striker for State Rugby Team, Finalist at Junior League 
- Selected for Global Youth Climate Action Program 2023
",3.56,3.78,Accounting,Yes
5/4/2025 18:16,,20,Female,Malaysian,"Above RM15,040",11,B,B,A-,A,A+,None,A+,A,B+,B,A,A,8.32,"- Champion of National Smart Agriculture Innovation Competition 2023 
- Secretary of Cultural Exchange Club, Organized Multicultural Youth Carnival 2022 
- Hosted STEM Sustainability Workshop 2022 
- Represented State at National Table Tennis Championship 
- Selected for ASEAN Youth Science Future Leaders Program 2023
",3.61,3.74,Accounting,Yes
5/4/2025 18:19,,22,Male,Malaysian,"Above RM15,040",8,A-,A+,A,B,B,None,A,None,None,B+,B,None,9.48,"- Gold Medalist at Malaysia Junior Environmental Policy Contest 2022 
- Treasurer of Robotics Explorers Club, Organized National Tech Battle 2023 
- Organized Youth Water Conservation Challenge 2022 
- Wing Player for State Basketball Team, Bronze Medalist at Youth Games 
- Selected for UNESCO Young Global Sustainability Leaders 2023
",3.57,3.65,Engineering,Yes
5/4/2025 18:21,,23,Male,Malaysian,"RM7,101 – RM10,970",9,A-,A-,B,B,A-,None,A+,None,B,A+,A+,None,8.49,"- Winner of Malaysia Future Scientists Hackathon 2022 
- President of Science Communication Society, Led Science Outreach Week 2023 
- Organizer of National Youth STEM Discovery Camp 2022 
- Captain of State Volleyball Team, Champions at State Tournament 
- Selected for Global Science and Innovation Summit 2023
",3.57,3.96,Accounting,Yes
5/4/2025 18:22,,22,Female,Malaysian,"RM4,851 – RM7,100",8,B+,A+,A,B+,None,B+,A+,A+,None,A+,None,None,8.18,"- Champion at Malaysia Renewable Solutions Youth Challenge 2023 
- Vice President of Social Development Club, Hosted Youth Social Innovation Day 2022 
- Directed Youth Disaster Preparedness Hackathon 2022 
- Represented State at National Hockey Championship 
- Selected for ASEAN Climate Youth Action Fellowship 2023
",3.81,3.74,Accounting,Yes
5/4/2025 18:23,,21,Male,Malaysian,"RM10,971 – RM15,040",11,A,A,A-,A+,A-,None,B+,B+,A+,A-,A+,B,8.54,"- Gold Medalist in Malaysia Junior Environmental Awareness Competition 2022 
- Secretary of Business and Innovation Club, Hosted Startup Bootcamp 2023 
- Organizer of Future Cities Youth Design Challenge 2022 
- Goalkeeper for State Handball Team, Youth Cup Champion 
- Selected for International Environmental Young Leaders Camp 2023
",3.98,3.96,"Business, Management & Finance",Yes
5/4/2025 18:25,,23,Female,Malaysian,"RM4,851 – RM7,100",9,A-,A-,A+,A+,B+,None,A+,None,None,A,B,A,9.4,"- Winner of Malaysia Technopreneurs Challenge 2023 
- Treasurer of Mathematics and Statistics Club, Organized State Math Day 2022 
- Organizer for Science Beyond Borders Youth Symposium 2022 
- Represented State at National Karate Championship 
- Selected for ASEAN Renewable Energy Youth Program 2022
",3.78,3.51,Actuarial Science / Statistics,Yes
5/4/2025 18:26,,22,Female,Malaysian,"Below RM4,850",10,B,A+,B,A-,A+,None,A-,A-,B+,B,None,B+,8.89,"- Champion of Malaysia National Youth Data Innovation Hackathon 2022 
- Vice President of Future Economists Club, Hosted State Economic Forum 2023 
- Organizer of Innovation for Education Bootcamp 2022 
- Midfielder of State Basketball Team, Finalist in State Youth Games 
- Selected for UNESCO Youth Environmental Summit 2023
",3.59,3.69,"Business, Management & Finance",Yes
5/4/2025 18:27,,21,Male,Malaysian,"Below RM4,850",11,A,A,A-,A+,A,None,A+,A+,A,A+,A,A,8.7,"- Winner of State Young Innovators Competition 2023 
- Secretary of Cybersecurity Awareness Club, Organized Safe Internet Campaign 2022 
- Hosted Youth Technological Empowerment Day 2022 
- Striker for State Football Team, Bronze Medalist at Regional Cup 
- Selected for Global Sustainable Cities Youth Fellowship 2023
",3.6,3.83,"Business, Management & Finance",Yes
