Timestamp,Username,1. Age (in January 2025) ,2. Gender,3. Citizenship Status,4. What is your household's monthly income range?  ,5. Number of SPM subjects,6. Grades for each core SPM subjects  [Bahasa Melayu],6. Grades for each core SPM subjects  [Bahasa Inggeris],6. Grades for each core SPM subjects  [Sejarah],6. Grades for each core SPM subjects  [Matematik],"7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Islam]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Moral]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Matematik Tambahan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Fizik]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Kimia]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Biologi]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Prinsip Perakaunan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Ekonomi]",8. PAJSK Score (range: 0.00 – 10.00),"9. Top 5 Co-curricular Highest Achievements

Example:
- Gold Medalist in the International Mathematics Olympiad (IMO) 2023
- President of the Science & Innovation Club, Organized National STEM Fair 2022
- Captain of the State Football Team, Represented Malaysia in ASEAN Youth Championship
(Please continue in this format until you have listed 5 achievements.)","10. What is your CGPA for your pre-university program?
(e.g., Diploma, Foundation, Matrikulasi, or STPM)

Example: 
3.96","11. What is your CGPA for your first semester in degree study? 

Example: 
3.96  ",12. What is your current field of study?,"13. Are you currently receiving a merit-based scholarship (not a loan or PTPTN)?
(e.g., JPA, university excellence scholarship, state foundation scholarships, etc)"
2025/05/04 6:09:05 PM GMT+8,,22,Female,Malaysian,"RM7,101 - RM10,970",10,B,B+,A+,A-,A,None,B,B+,B+,A-,None,A-,8.01,"; Winner of Malaysia Young Creative Engineers Challenge 2022 
; Treasurer of Science Communication Club, Led National STEM Storytelling Week 2023 
; Organized Youth Renewable Energy Awareness Program 2022 
; Represented State in National Water Polo Championship 
; Selected for UNESCO Youth Environmental Guardians Program 2023
",3.83,3.8,Science & Mathematics,Yes
2025/05/04 6:10:19 PM GMT+8,,22,Female,Malaysian,"RM10,971 - RM15,040",9,A-,A,A+,A-,B+,None,None,B+,None,A,A-,B+,8.89,"; Gold Medalist in National Mathematics and Computer Olympiad 2022 
; Secretary of Young Leaders Academy, Directed National Youth Leadership Workshop 2023 
; Hosted Tech-for-All Innovation Day 2022 
; Wing Defender for State Netball Team, Regional Semi-finalist 
; Selected for ASEAN Emerging Tech Talent Fellowship 2023
",3.87,3.7,Law / Legal Studies,Yes
2025/05/04 6:12:56 PM GMT+8,,21,Female,Malaysian,"Below RM4,850",8,A-,B,B+,A,None,A,A-,None,None,A+,A+,None,9.98,"; Champion of Malaysia Sustainable Youth Innovation Challenge 2023 
; President of Future Engineers Society, Hosted Junior Robotics and AI Expo 2022 
; Organized Regional Young Inventors Conference 2022 
; Defender for State Football Team, National Series Silver Medalist 
; Selected for Global Youth Science Leadership Forum 2023
",3.55,3.79,Others,Yes
2025/05/04 6:14:49 PM GMT+8,,20,Female,Malaysian,"Below RM4,850",10,B,B,A-,A-,B+,None,A+,A,None,A,A+,A-,8.94,"; Winner of Malaysia Junior Bioengineering Challenge 2022 
; Vice President of Young Scientists Association, Hosted Youth Research Day 2023 
; Organizer of Science and Society Symposium 2022 
; Striker for State Rugby Team, Finalist at Junior League 
; Selected for Global Youth Climate Action Program 2023
",3.56,3.78,Accounting,Yes
2025/05/04 6:16:01 PM GMT+8,,20,Female,Malaysian,"Above RM15,040",11,B,B,A-,A,A+,None,A+,A,B+,B,A,A,8.32,"; Champion of National Smart Agriculture Innovation Competition 2023 
; Secretary of Cultural Exchange Club, Organized Multicultural Youth Carnival 2022 
; Hosted STEM Sustainability Workshop 2022 
; Represented State at National Table Tennis Championship 
; Selected for ASEAN Youth Science Future Leaders Program 2023
",3.61,3.74,Accounting,Yes
2025/05/04 6:19:55 PM GMT+8,,22,Male,Malaysian,"Above RM15,040",8,A-,A+,A,B,B,None,A,None,None,B+,B,None,9.48,"; Gold Medalist at Malaysia Junior Environmental Policy Contest 2022 
; Treasurer of Robotics Explorers Club, Organized National Tech Battle 2023 
; Organized Youth Water Conservation Challenge 2022 
; Wing Player for State Basketball Team, Bronze Medalist at Youth Games 
; Selected for UNESCO Young Global Sustainability Leaders 2023
",3.57,3.65,Engineering,Yes
2025/05/04 6:21:10 PM GMT+8,,23,Male,Malaysian,"RM7,101 - RM10,970",9,A-,A-,B,B,A-,None,A+,None,B,A+,A+,None,8.49,"; Winner of Malaysia Future Scientists Hackathon 2022 
; President of Science Communication Society, Led Science Outreach Week 2023 
; Organizer of National Youth STEM Discovery Camp 2022 
; Captain of State Volleyball Team, Champions at State Tournament 
; Selected for Global Science and Innovation Summit 2023
",3.57,3.96,Accounting,Yes
2025/05/04 6:22:30 PM GMT+8,,22,Female,Malaysian,"RM4,851 - RM7,100",8,B+,A+,A,B+,None,B+,A+,A+,None,A+,None,None,8.18,"; Champion at Malaysia Renewable Solutions Youth Challenge 2023 
; Vice President of Social Development Club, Hosted Youth Social Innovation Day 2022 
; Directed Youth Disaster Preparedness Hackathon 2022 
; Represented State at National Hockey Championship 
; Selected for ASEAN Climate Youth Action Fellowship 2023
",3.81,3.74,Accounting,Yes
2025/05/04 6:23:53 PM GMT+8,,21,Male,Malaysian,"RM10,971 - RM15,040",11,A,A,A-,A+,A-,None,B+,B+,A+,A-,A+,B,8.54,"; Gold Medalist in Malaysia Junior Environmental Awareness Competition 2022 
; Secretary of Business and Innovation Club, Hosted Startup Bootcamp 2023 
; Organizer of Future Cities Youth Design Challenge 2022 
; Goalkeeper for State Handball Team, Youth Cup Champion 
; Selected for International Environmental Young Leaders Camp 2023
",3.98,3.96,"Business, Management & Finance",Yes
2025/05/04 6:25:17 PM GMT+8,,23,Female,Malaysian,"RM4,851 - RM7,100",9,A-,A-,A+,A+,B+,None,A+,None,None,A,B,A,9.4,"; Winner of Malaysia Technopreneurs Challenge 2023 
; Treasurer of Mathematics and Statistics Club, Organized State Math Day 2022 
; Organizer for Science Beyond Borders Youth Symposium 2022 
; Represented State at National Karate Championship 
; Selected for ASEAN Renewable Energy Youth Program 2022
",3.78,3.51,Actuarial Science / Statistics,Yes
2025/05/04 6:26:39 PM GMT+8,,22,Female,Malaysian,"Below RM4,850",10,B,A+,B,A-,A+,None,A-,A-,B+,B,None,B+,8.89,"; Champion of Malaysia National Youth Data Innovation Hackathon 2022 
; Vice President of Future Economists Club, Hosted State Economic Forum 2023 
; Organizer of Innovation for Education Bootcamp 2022 
; Midfielder of State Basketball Team, Finalist in State Youth Games 
; Selected for UNESCO Youth Environmental Summit 2023
",3.59,3.69,"Business, Management & Finance",Yes
2025/05/04 6:27:46 PM GMT+8,,21,Male,Malaysian,"Below RM4,850",11,A,A,A-,A+,A,None,A+,A+,A,A+,A,A,8.7,"; Winner of State Young Innovators Competition 2023 
; Secretary of Cybersecurity Awareness Club, Organized Safe Internet Campaign 2022 
; Hosted Youth Technological Empowerment Day 2022 
; Striker for State Football Team, Bronze Medalist at Regional Cup 
; Selected for Global Sustainable Cities Youth Fellowship 2023
",3.6,3.83,"Business, Management & Finance",Yes
2025/05/04 6:29:15 PM GMT+8,,20,Male,Malaysian,"RM4,851 - RM7,100",10,A+,A+,B+,A-,A+,None,A,B+,None,A-,A,B+,9.42,"; Gold Medalist at Malaysia Youth Space Innovation Challenge 2022 
; Treasurer of Young Diplomats Society, Organized National Youth Model United Nations 2023 
; Directed Science for Peace Forum 2022 
; Represented State in National Badminton Junior Series 
; Selected for ASEAN Science Youth Development Program 2022
",3.84,3.51,Engineering,Yes
2025/05/04 6:30:43 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",11,A+,B+,A,B,B,None,A-,A,B+,B+,B,A-,8.81,"; Champion at National Junior Digital Storytelling Competition 2023 
; President of Journalism Explorers Club, Hosted Young Media Leadership Conference 2022 
; Organizer of Regional Science and Media Hackathon 2022 
; Captain of State Softball Team, Reached Nationals Finals 
; Selected for UNESCO Global Innovation Lab for Youth 2023
",3.66,3.52,Actuarial Science / Statistics,Yes
2025/05/04 6:32:00 PM GMT+8,,21,Male,Malaysian,"RM7,101 - RM10,970",9,A-,A-,B+,A+,None,A+,A,None,A,A+,B+,None,8.69,"; Winner of Malaysia Youth Technology in Education Challenge 2022 
; Vice President of STEM Education Advocacy Club, Organized Future Teachers Workshop 2023 
; Organizer of Youth Inclusive Tech Summit 2022 
; Defender for State Handball Team, Youth Games Quarter-Finalist 
; Selected for Global Education for Sustainability Fellowship 2023
",3.63,3.7,Engineering,Yes
2025/05/04 6:33:16 PM GMT+8,,22,Male,Malaysian,"Above RM15,040",11,A,B,A+,A-,B+,None,A,B+,A,A-,A+,A,9.47,"; Gold Medalist in Malaysia Eco Design Youth Championship 2022 
; Secretary of Youth Entrepreneurship Council, Hosted Social Startup Summit 2023 
; Organizer of Green Innovation Science Fair 2022 
; Represented State at National Gymnastics Meet 
; Selected for ASEAN Emerging Environmental Leaders Program 2023
",3.93,3.62,Engineering,Yes
2025/05/04 6:34:31 PM GMT+8,,20,Female,Malaysian,"RM4,851 - RM7,100",11,A,A-,A,A+,None,A+,A,A,B,B+,B,A-,9.4,"; Champion of Malaysia Junior Climate Science Challenge 2023 
; Treasurer of Youth Leaders for Sustainability Club, Hosted Youth Climate Week 2022 
; Organized Future Earth Innovation Hackathon 2022 
; Striker for State Rugby Team, Champion of Junior Cup 
; Selected for Global Clean Energy Youth Fellowship 2023
",3.62,3.8,Economics / Public Policy,Yes
2025/05/04 6:35:52 PM GMT+8,,22,Female,Malaysian,"RM4,851 - RM7,100",9,B,B,A+,A-,None,B+,A+,None,B+,A+,None,A+,8.81,"; Winner of Malaysia Young Engineers Innovation Contest 2022 
; Vice President of Roboticists Club, Organized Inter-School Robotics Challenge 2023 
; Directed State Youth Science Adventure Week 2022 
; Wing Player for State Volleyball Team, Silver Medalist at Youth Finals 
; Selected for UNESCO Future Science Fellows Program 2023
",3.78,3.76,Others,Yes
2025/05/04 6:38:47 PM GMT+8,,23,Male,Malaysian,"RM4,851 - RM7,100",10,B+,A+,B,B,None,A+,None,A+,B,A-,A,A,9.11,"; Winner of Malaysia Young Engineers Innovation Contest 2022 
; Vice President of Roboticists Club, Organized Inter-School Robotics Challenge 2023 
; Directed State Youth Science Adventure Week 2022 
; Wing Player for State Volleyball Team, Silver Medalist at Youth Finals 
; Selected for UNESCO Future Science Fellows Program 2023
",3.89,3.6,"Business, Management & Finance",Yes
2025/05/04 6:40:35 PM GMT+8,,20,Female,Malaysian,"RM7,101 - RM10,970",10,A+,B,A-,A+,None,A-,A+,None,A,A+,B,B,8.78,"; Champion of Malaysia Youth Eco-Tech Hackathon 2023 
; Treasurer of Young Data Scientists Club, Led Data Analysis Bootcamp 2022 
; Organizer for Tech4Change Youth Workshop 2022 
; Captain of State Handball Team, Champion at State Youth Tournament 
; Selected for ASEAN Next Generation Tech Exchange 2023
",3.82,3.59,Engineering,Yes
2025/05/04 6:41:50 PM GMT+8,,20,Male,Malaysian,"Above RM15,040",8,A-,B,A+,B,B,None,None,B+,A-,A+,None,None,8.9,"; Winner of Malaysia Junior Smart City Innovation Competition 2022 
; Vice President of Science and Sustainability Club, Hosted Sustainable Cities Day 2023 
; Organizer of Youth Digital Transformation Forum 2022 
; Represented State in National Water Polo Championship 
; Selected for Global Science Diplomacy Youth Camp 2023
",3.87,3.68,Science & Mathematics,Yes
2025/05/04 6:43:15 PM GMT+8,,21,Female,Malaysian,"Below RM4,850",10,B+,A,B,A,A-,None,None,B+,A-,A+,A,A+,9.75,"; Gold Medalist at Malaysia Technovation and AI Youth Competition 2023 
; Secretary of Future Diplomats Club, Organized Youth International Relations Week 2022 
; Hosted Regional Science and Innovation Festival 2022 
; Defender for State Basketball Team, National Championship Participant 
; Selected for ASEAN Youth Environmental Challenge 2023
",3.77,3.87,Accounting,Yes
2025/05/04 6:44:59 PM GMT+8,,21,Female,Malaysian,"Below RM4,850",10,A+,A,A,B+,None,B,None,B,B+,B,A+,B,8.08,"; Champion of Malaysia National Renewable Innovation Hackathon 2022 
; Treasurer of Future Urban Planners Society, Hosted Urban Sustainability Summit 2023 
; Organized Clean Energy Youth Innovation Lab 2022 
; Wing Player for State Football Team, State Champion 
; Selected for UNESCO Young Urban Leaders Program 2023
",3.77,3.91,"Business, Management & Finance",Yes
2025/05/04 6:46:08 PM GMT+8,,20,Female,Malaysian,"RM10,971 - RM15,040",11,A+,B+,B,B+,None,B,A-,A+,A-,B,B+,A-,8.27,"; Winner of National Data-Driven Youth Challenge 2022 
; President of Youth Green Ambassadors Club, Organized Earth Innovation Expo 2023 
; Hosted Technology for Rural Development Youth Project 2022 
; Represented State in National Swimming Junior Cup 
; Selected for Global Eco-Leadership Summit 2023
",3.97,3.68,Engineering,Yes
2025/05/04 6:47:30 PM GMT+8,,22,Male,Malaysian,"RM10,971 - RM15,040",11,A,A+,B+,B,None,A+,A+,B+,B,A-,A-,B,8.81,"; Gold Medalist in Malaysia Junior Health Science Olympiad 2022 
; Vice President of Public Health Awareness Club, Hosted National Youth Health Forum 2023 
; Organized Youth Healthy Communities Challenge 2022 
; Captain of State Softball Team, Youth Series Finalist 
; Selected for ASEAN Youth Health Advocates Program 2023
",3.78,3.91,Accounting,Yes
2025/05/04 6:48:54 PM GMT+8,,23,Male,Malaysian,"RM10,971 - RM15,040",11,B+,A-,B,B+,None,A+,A-,A,B+,A+,A-,A+,9.42,"; Champion of Malaysia Clean Water Innovation Youth Contest 2023 
; Secretary of Journalism and Public Affairs Club, Led State Journalism Summit 2022 
; Organizer of Green Schools Environmental Project 2022 
; Represented State at National Football Youth League 
; Selected for UNESCO Youth Water Conservation Program 2023
",3.68,3.98,"Business, Management & Finance",Yes
2025/05/04 6:50:24 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",10,A+,A,A+,A-,B,None,A+,B+,B+,A+,None,A,9.82,"; Winner of Malaysia Junior Artificial Intelligence Challenge 2022 
; Treasurer of Creative Media Club, Hosted Digital Innovation Fair 2023 
; Directed Youth Smart Technology Symposium 2022 
; Defender for State Rugby Team, Semi-Finalist in National Games 
; Selected for Global Artificial Intelligence Young Leaders Summit 2023
",3.5,3.82,Accounting,Yes
2025/05/04 6:52:23 PM GMT+8,,22,Female,Malaysian,"RM7,101 - RM10,970",11,B,A,B+,A-,A-,None,B,B+,A-,A+,A,B+,9.95,"; Gold Medalist at Malaysia Future Builders Engineering Competition 2022 
; Vice President of Innovation for Good Club, Led Social Impact Hackathon 2023 
; Organizer of STEM Solutions for Youth Conference 2022 
; Represented State at National Basketball Championship 
; Selected for ASEAN Emerging Young Leaders Fellowship 2023
",3.74,3.95,Law / Legal Studies,Yes
2025/05/04 6:53:49 PM GMT+8,,22,Male,Malaysian,"Below RM4,850",11,A+,B+,A,A+,A-,None,A-,B,A-,A,B+,A,8.74,"; Champion of Malaysia Young Urban Planners Challenge 2022 
; Secretary of Future Policy Leaders Club, Hosted Youth Governance Conference 2023 
; Organizer of Regional Youth Policy Makers Summit 2022 
; Captain of State Table Tennis Team, Junior National Winner 
; Selected for UNESCO Future Policy Leaders Exchange 2023
",3.72,3.61,Others,Yes
2025/05/04 6:55:17 PM GMT+8,,23,Male,Malaysian,"Above RM15,040",9,A,B,A+,B+,None,B+,A-,B,None,B,None,B,9.94,"; Winner of Malaysia Junior Sustainable Technology Challenge 2023 
; Treasurer of Aerospace and Aviation Club, Organized Aviation Discovery Day 2022 
; Hosted Global Youth Space Exploration Forum 2022 
; Wing Player for State Volleyball Team, Bronze Medalist at Nationals 
; Selected for Global Youth Space Innovation Fellowship 2023
",3.66,3.5,Engineering,Yes
2025/05/04 8:02:44 PM GMT+8,,22,Female,Malaysian,"RM4,851 - RM7,100",8,C+,B,A,D,A+,None,None,None,A,A+,None,B,7.02,"; Assistant Librarian
; Participant in Aerobic Session
; Participant in Career Talk Program
; volunteer for Clean Water Awareness Campaign",2.84,2.85,Actuarial Science / Statistics,No
2025/05/04 8:05:04 PM GMT+8,,22,Female,Malaysian,"RM4,851 - RM7,100",10,A-,B,B,A-,A,None,A+,B+,C+,G,None,C,5.67,"; volunteer in Plant-a-Tree Program
; Participant in Poster Drawing Competition
; Participant in Mind Mapping Competition
; volunteer at school Library
; Member of Public Speaking Practice Group",3.14,2.8,Others,No
2025/05/04 8:10:36 PM GMT+8,,20,Female,Malaysian,"RM10,971 - RM15,040",8,C,C+,B,B+,D,None,None,B+,D,C,None,None,5.35,"; Member of Science Explorers Club
; Participant in Motivational Camp
; Participant in Language Week Activities
; Assistant Stage Crew Member",3.14,2.55,Actuarial Science / Statistics,No
2025/05/04 8:16:39 PM GMT+8,,23,Male,Malaysian,"RM7,101 - RM10,970",9,B,A+,B+,A+,B+,None,C+,A,B+,D,None,None,7.31,"; Attendee of leadership Camp
; Participant in Storytelling Session
; volunteer for Old Folks Home Visit
; volunteer for After-school Tutoring Program
; Participant in Simple Science Experiments Project",2.63,2.64,"Business, Management & Finance",No
2025/05/04 8:20:15 PM GMT+8,,22,Female,Malaysian,"Below RM4,850",11,B+,B+,B+,A+,B+,None,D,A+,D,A+,B+,D,5.43,"; Participant in Mental Health Awareness Program
; Member of Music Appreciation Group
; volunteer for Water Station in Marathon
; Member of Literacy Awareness Campaign",2.61,3.15,"Business, Management & Finance",No
2025/05/04 8:22:19 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",11,A,C,C,A,D,None,B,B,A,B,B+,B+,5.12,"; Participant in Basic First Aid Workshop
; Member of Chess Club
; Member of Nature Club
; Participant in Crossword Puzzle Challenge
; volunteer for Charity Bazaar",2.77,3.14,Engineering,No
2025/05/04 8:23:56 PM GMT+8,,20,Female,Malaysian,"Above RM15,040",10,A-,C+,D,D,None,C,A+,None,B+,B,A-,B,6.91,"; Participant in Aerobic Session
; Participant in Motivational Camp
; Member of Road Patrol Team
; volunteer for Clean Water Awareness Campaign",2.73,2.76,Law / Legal Studies,No
2025/05/04 8:25:48 PM GMT+8,,20,Male,Malaysian,"RM7,101 - RM10,970",10,A,A,A+,C,None,A-,None,A-,D,C+,B,A+,6.43,"; Assistant Stage Crew Member
; volunteer for Water Station in Marathon
; Member of Science Explorers Club
; Member of Literacy Awareness Campaign
; Member of Computer Literacy Program",3.29,2.87,"Business, Management & Finance",No
2025/05/04 8:27:14 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",11,A,A,B,C+,C+,None,C+,A+,B+,C+,D,A,5.52,"; volunteer for Clean Water Awareness Campaign
; Participant in Mental Health Awareness Program
; volunteer for Old Folks Home Visit
; Participant in Basic First Aid Workshop
; Member of Public Speaking Practice Group",2.61,3,Economics / Public Policy,No
2025/05/04 8:30:56 PM GMT+8,,20,Female,Malaysian,"RM4,851 - RM7,100",9,A,A-,B+,A-,A,None,B,None,C+,C+,None,A+,6.64,"; Participant in Short Story Writing Contest
; volunteer for Clean Water Awareness Campaign
; volunteer at school Library
; Member of Gardening Club
; Attendee of leadership Camp",3.06,3.24,Accounting,No
2025/05/04 8:33:59 PM GMT+8,,21,Male,Malaysian,"Above RM15,040",9,C,A-,D,C+,None,C,B,A,None,C,A-,None,5.08,"; Assistant Librarian
; Participant in Aerobic Session
; volunteer for Food Donation Drive
; school Carnival Booth Helper
; volunteer for Lost-and-Found Counter",2.86,3.24,Economics / Public Policy,No
2025/05/04 8:36:21 PM GMT+8,,20,Male,Malaysian,"RM4,851 - RM7,100",9,A,C+,C,A,C,None,None,None,A,A,A-,B,6.93,"; volunteer for Old Folks Home Visit
; Participant in Mind Mapping Competition
; Participant in Storytelling Session
; Attendee of leadership Camp
; volunteer at school Library",3.23,2.54,Computer Science & Information Technology,No
2025/05/04 8:38:01 PM GMT+8,,22,Male,Malaysian,"Above RM15,040",9,A,A-,A,C,A+,None,A,A-,D,D,None,None,5.9,"; Participant in Aerobic Session
; Member of school Photography Club
; Participant in Short Story Writing Contest
; volunteer for Clean Water Awareness Campaign
; Member of Road Patrol Team",2.61,2.76,Others,No
2025/05/04 8:39:39 PM GMT+8,,20,Male,Malaysian,"RM4,851 - RM7,100",10,C+,C,A+,D,None,B+,A-,D,None,A,D,D,7.04,"; Member of Gardening Club
; Participant in Group Singing Competition
; volunteer for Water Station in Marathon
; volunteer in Plant-a-Tree Program
; volunteer for Clean Water Awareness Campaign",2.85,2.51,Actuarial Science / Statistics,No
2025/05/04 8:41:26 PM GMT+8,,20,Male,Malaysian,"RM7,101 - RM10,970",11,B+,B,B+,B+,A+,None,A-,D,C,D,C,A,5.98,"; Member of school Photography Club
; Member of Literacy Awareness Campaign
; Assistant Librarian
; Member of Public Speaking Practice Group
; Participant in Mind Mapping Competition",3,3.23,Economics / Public Policy,No
2025/05/04 8:42:52 PM GMT+8,,22,Male,Malaysian,"RM10,971 - RM15,040",9,C+,B,A+,D,C,None,A,None,C,C,None,A-,6.59,"; Participant in Motivational Camp
; Member of school Photography Club
; volunteer for Water Station in Marathon
; volunteer for Environmental Campaign",3.31,2.96,Science & Mathematics,No
